,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
1653,Automate with Google Apps Script and ChatGPT,https://www.udemy.com/course/automate-with-google-apps-script-and-chatgpt/,36,2,1.0,1/2023,English,1.0,1.0,69.9,1.0,1.0,7.0,58m total,Mohamed Ibrahim,42,2.0,4.2,,,,,0.0,0.0,0.0,4.2
1654,Full Stack Data Science & Machine Learning BootCamp Course,https://www.udemy.com/course/full-stack-data-science-machine-learning-bootcamp-course/,68,4,1.0,12/2022,English,1.0,0.0,69.9,1.0,13.0,69.0,34h 27m,Akhil Vydyula,"3,813",11.0,4.1,,,,,0.0,0.0,0.0,3.1
1655,Fuzzy Logic and Fuzzy Artificial Intelligence Tutorial,https://www.udemy.com/course/fuzzy-logic-and-fuzzy-artificial-intelligence-tutorial/,7,2,1.0,1/2023,English,1.0,0.0,69.9,1.0,4.0,9.0,57m total,Muhammad Ismail,"112,829",32.0,4.0,,,,,0.0,0.0,0.0,5.0
1656,"Statistics: Analyzing, Calculating and Understanding",https://www.udemy.com/course/statistics-basic-and-advanced-principles/,19,2,1.0,12/2018,English,1.0,1.0,69.9,1.0,2.0,29.0,6h 11m,Lecturio GmbH,"58,028",19.0,4.5,,,,,1.0,0.0,0.0,4.2
1657,Basics of Streamlit,https://www.udemy.com/course/basics-of-streamlit/,15,2,1.0,9/2021,English,1.0,1.0,69.9,1.0,4.0,9.0,1h 51m,Harsh Gupta,15,1.0,4.5,,,,,0.0,0.0,0.0,4.5
1658,Amazon Sagemaker: Create and Deploy Machine Learning Today,https://www.udemy.com/course/amazon-sagemaker-create-and-deploy-machine-learning-today/,9,2,1.0,8/2022,English,1.0,1.0,69.9,1.0,3.0,26.0,58m total,Pritika Vipin,"1,479",4.0,4.2,,,,,1.0,0.0,0.0,3.4
1659,Deep Learning,https://www.udemy.com/course/deep-learning-p/,1,2,1.0,6/2022,English,1.0,1.0,69.9,1.0,3.0,6.0,54m total,JP Singh,37,2.0,2.6,,,,,0.0,0.0,0.0,2.6
1660,A Beginners Introduction to Data Science,https://www.udemy.com/course/a-beginners-introduction-to-data-science/,371,2,1.0,1/2023,English,1.0,1.0,69.9,1.0,6.0,19.0,29m total,Saket Chaturvedi,371,1.0,5.0,,,,,0.0,0.0,0.0,5.0
1661,ChatGPT Bootcamp: From Beginner to Pro,https://www.udemy.com/course/chatgpt-bootcamp-from-beginner-to-pro/,6,2,1.0,1/2023,English,1.0,0.0,69.9,1.0,6.0,21.0,42m total,Danny Farah,6,1.0,5.0,,,,,0.0,0.0,0.0,5.0
1662,Guide To AI & ML Developer Tools,https://www.udemy.com/course/ai-machine-learning-tools/,67,2,1.0,1/2020,English,1.0,1.0,69.9,1.0,7.0,36.0,7h 26m,Eduonix Learning Solutions,"1,251,591",237.0,3.9,,,,,0.0,0.0,0.0,3.8
1663,Machine Learning for Social Science,https://www.udemy.com/course/machine-learning-for-social-scientists/,120,2,1.0,3/2022,English,1.0,1.0,229.9,1.0,7.0,44.0,4h 36m,Scholarsight Learning,"38,622",18.0,4.5,,,,,1.0,0.0,0.0,5.0
1664,Fundamentals of Image convolutions,https://www.udemy.com/course/fundamentals-of-image-convolutions/,"1,452",2,1.0,12/2019,English,1.0,1.0,69.9,1.0,4.0,14.0,2h 8m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,2.5
1665,(Top 5%) Machine Learning quiz - LinkedIn Assessment Answers,https://www.udemy.com/course/quiz-machine-learning-python-google-analytics-django-mongo/,22,2,1.0,11/2022,English,1.0,0.0,69.9,1.0,545.0,,,Link Pro,138,8.0,4.6,,,,,0.0,0.0,1.0,4.3
1666,Deep Learning with Apache Spark - MasterClass!,https://www.udemy.com/course/deep-learning-with-apache-spark-masterclass/,68,2,1.0,5/2019,English,1.0,1.0,69.9,1.0,3.0,86.0,5h 32m,Packt Publishing,"410,275",977.0,3.9,,,,,1.0,0.0,0.0,4.0
1667,Data Visualization using Python-matplotlib,https://www.udemy.com/course/data-visualization-using-python/,6,2,2.0,8/2021,English,1.0,1.0,69.9,1.0,2.0,11.0,2h 17m,L J UNIVERSITY,6,1.0,1.6,Shanti Verma,6,1.0,1.6,1.0,0.0,1.0,1.6
1668,Deep Learning & Machine Learning Masterclass w/ TensorFlowJS,https://www.udemy.com/course/deep-learning-machine-learning-masterclass-w-tensorflowjs/,98,2,2.0,1/2021,English,1.0,1.0,69.9,1.0,13.0,98.0,9h 26m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,4.5
1669,Fundamentals of Statistics and Visualization in Python,https://www.udemy.com/course/fundamentals-of-statistics-and-visualization-in-python/,23,2,1.0,3/2020,English,1.0,1.0,69.9,1.0,5.0,22.0,3h 14m,Packt Publishing,"410,275",977.0,3.9,,,,,1.0,0.0,0.0,3.8
1670,GCP And Google Cloud Machine Learning,https://www.udemy.com/course/gcp-and-google-cloud-machine-learning/,48,2,1.0,8/2021,English,1.0,1.0,69.9,1.0,5.0,40.0,4h 18m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,3.4
1671,Fundamentals of image smoothing,https://www.udemy.com/course/fundamentals-of-image-smoothing/,8,2,1.0,12/2019,English,1.0,1.0,69.9,1.0,5.0,19.0,2h 41m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,5.0
1672,PRACTICAL DATA ANALYTICS USING EXCEL VBA & POWER BI WITH DAX,https://www.udemy.com/course/practical-data-analytics-using-excel-vba-power-bi-with-dax/,13,2,1.0,7/2022,English,1.0,1.0,69.9,1.0,1.0,14.0,3h 11m,Alida Herbst,90,2.0,4.7,,,,,1.0,0.0,1.0,5.0
1673,From Machine Learning to Deep Learning,https://www.udemy.com/course/from-machine-learning-to-deep-learning/,6,2,1.0,7/2021,English,1.0,1.0,69.9,1.0,6.0,6.0,2h 28m,Sridhar Swaminathan,6,1.0,4.3,,,,,0.0,0.0,0.0,4.3
1674,Artificial Intelligence with Crypto Stocks,https://www.udemy.com/course/artificial-intelligence-with-crypto-stocks/,6,2,2.0,8/2022,English,1.0,0.0,69.9,1.0,19.0,111.0,11h 39m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,4.0
1675,Introduction to Data Science and Analytics using R,https://www.udemy.com/course/introduction-to-data-science-and-analytics-using-r/,56,2,1.0,2/2022,English,1.0,1.0,69.9,1.0,8.0,17.0,5h 0m,Diganta Nil Chatterjee,56,1.0,4.3,,,,,1.0,0.0,0.0,4.3
1676,Data Mining w/ Python and NumPy - Build a Video Recommender,https://www.udemy.com/course/data-mining-w-python-and-numpy-build-a-video-recommender/,34,2,2.0,3/2021,English,1.0,1.0,69.9,1.0,4.0,27.0,5h 59m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,5.0
1677,Applied Statistics and Data Preparation with Python,https://www.udemy.com/course/applied-statistics-and-data-preparation-with-python/,526,2,1.0,2/2019,English,1.0,0.0,69.9,1.0,1.0,47.0,1h 46m,Goh Ming Hui,"14,015",28.0,3.1,,,,,0.0,0.0,0.0,1.4
1678,Learning Application of R: Part 1 of 3 (Emotion Analysis),https://www.udemy.com/course/emotion-analysis/,28,2,1.0,3/2020,English,1.0,0.0,69.9,1.0,6.0,20.0,3h 43m,Partha Majumdar,"6,690",8.0,4.4,,,,,0.0,0.0,0.0,5.0
1679,2023 Python for Machine Learning: A Step-by-Step Guide,https://www.udemy.com/course/python-for-machine-learning-and-data-science-projects/,64,2,1.0,2/2023,English,1.0,1.0,69.9,1.0,22.0,280.0,32h 5m,Laxmi Kant KGP Talkie,"48,839",8.0,4.3,,,,,0.0,0.0,0.0,5.0
1680,Real time object detection in video using YOLO on iPhone,https://www.udemy.com/course/real-time-object-detection-in-video-using-yolo-on-iphone/,13,2,1.0,6/2020,English,1.0,1.0,69.9,1.0,5.0,24.0,4h 15m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,4.3
1681,Python Pandas for Business Analytics/ Data Science _ Level 1,https://www.udemy.com/course/python-pandas-for-business-analytics-data-science/,25,2,1.0,1/2023,English,1.0,1.0,69.9,1.0,6.0,23.0,5h 27m,Dr. Nisha Arora,25,1.0,4.8,,,,,0.0,0.0,0.0,4.8
1682,Applied Data Science and Machine Learning in R for Beginners,https://www.udemy.com/course/data-science-ss/,8,2,1.0,10/2022,English,1.0,0.0,69.9,1.0,13.0,61.0,9h 8m,Asmi Ariv,8,1.0,2.2,,,,,1.0,0.0,0.0,2.2
1683,Artificial Intelligence (AI) in Education,https://www.udemy.com/course/artificial-intelligence-ai-in-education/,2,2,1.0,2/2023,English,1.0,0.0,69.9,1.0,8.0,16.0,58m total,Jill Outka-Hill,2,1.0,5.0,,,,,1.0,0.0,0.0,5.0
1684,"Building Bulk SQL Queries with Excel ,SQL, Oracle, TOAD",https://www.udemy.com/course/building-bulk-sql-queries-with-excel-sql-oracle-toad/,"1,073",3,1.0,11/2022,English,1.0,1.0,69.9,1.0,2.0,30.0,1h 49m,247 Learning,"24,603",29.0,4.1,,,,,0.0,0.0,0.0,4.3
1685,Predicting movie review sentiments with CNN & word embedding,https://www.udemy.com/course/predicting-movie-review-sentiments-with-cnn-word-embedding/,14,2,1.0,3/2020,English,1.0,1.0,69.9,1.0,5.0,19.0,3h 14m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,2.5
1686,Mastering Image Segmentation with PyTorch,https://www.udemy.com/course/mastering-image-segmentation-with-pytorch/,22,3,1.0,1/2023,English,1.0,1.0,69.9,1.0,5.0,44.0,5h 1m,Bert Gollnick,"6,845",6.0,4.4,,,,,0.0,0.0,0.0,4.6
1687,Data Science on Blockchains,https://www.udemy.com/course/data-science-on-blockchains/,22,2,3.0,11/2022,English,1.0,1.0,69.9,1.0,8.0,43.0,7h 15m,Cuneyt Gurcan Akcora,22,1.0,3.5,Murat Kantarcioglu,22,1.0,3.5,1.0,0.0,0.0,3.5
1688,Complete guide to begin with Python for Data Science,https://www.udemy.com/course/python-go-beginner-to-professional/,9,2,1.0,11/2020,English,1.0,1.0,69.9,1.0,16.0,62.0,9h 48m,Play With Data,9,1.0,5.0,,,,,1.0,0.0,0.0,5.0
1689,Generate photorealistic human faces using GAN,https://www.udemy.com/course/generate-photorealistic-human-faces-using-gan/,3,2,1.0,5/2022,English,1.0,1.0,69.9,1.0,4.0,15.0,1h 53m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,2.4
1690,Python and Pandas Data Science and Visualization,https://www.udemy.com/course/python-and-pandas-data-science-and-visualization-masterclass/,36,2,1.0,7/2022,English,1.0,1.0,69.9,1.0,34.0,136.0,18h 19m,"Ashwin Pajankar • 80,000+ Students Worldwide","84,640",22.0,4.1,,,,,0.0,0.0,0.0,4.0
1691,Fundamentals of Image thresholding and masking,https://www.udemy.com/course/image-thresholding-and-masking/,9,2,1.0,12/2019,English,1.0,1.0,69.9,1.0,5.0,16.0,2h 32m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,4.6
1692,Analysing Tweets using R,https://www.udemy.com/course/analysing-tweets-using-r/,40,1,1.0,4/2020,English,1.0,0.0,69.9,1.0,7.0,24.0,3h 11m,Partha Majumdar,"6,690",8.0,4.4,,,,,1.0,0.0,0.0,5.0
1693,Data Science Master Practice Test,https://www.udemy.com/course/data-science-master-practice-test/,100,1,1.0,9/2022,English,1.0,0.0,159.9,1.0,19.0,,,Yash kavaiya,289,8.0,3.9,,,,,0.0,0.0,1.0,1.0
1694,"Libraries in Python For AI,ML & Data Science",https://www.udemy.com/course/libraries-in-python-for-aiml-data-science/,20,1,1.0,8/2022,English,1.0,1.0,69.9,1.0,5.0,23.0,3h 47m,Eduonix Learning Solutions,"1,251,591",237.0,3.9,,,,,1.0,0.0,0.0,1.0
1695,Using ChatGPT: Tips&Tricks for ServiceNow Administrators,https://www.udemy.com/course/servicenow-and-chatgpt-mastering-use-cases/,9,1,1.0,1/2023,English,1.0,0.0,69.9,1.0,4.0,15.0,42m total,Mindaugas Kubilius,9,1.0,4.5,,,,,0.0,0.0,0.0,4.5
1696,2021 Machine Learning Regression Models,https://www.udemy.com/course/2021-machine-learning-regression-models/,13,1,1.0,2/2021,English,1.0,1.0,69.9,1.0,10.0,64.0,6h 21m,Python Profits,82,2.0,3.9,,,,,0.0,0.0,0.0,2.0
1697,Prerequisites to Machine Learning: A Beginners Guide,https://www.udemy.com/course/prerequisites-to-machine-learning-a-beginners-guide/,5,1,1.0,6/2022,English,1.0,1.0,69.9,1.0,3.0,15.0,2h 0m,Md Hesam Akhter,5,1.0,5.0,,,,,0.0,0.0,0.0,5.0
1698,Easy Guide to Statistical analysis & Data Science Analytics,https://www.udemy.com/course/easy-guide-to-statistical-analysis-data-science-analytics/,2,1,1.0,7/2022,English,1.0,1.0,69.9,1.0,1.0,30.0,6h 22m,Hanif Abdul Rahman,2,1.0,4.5,,,,,0.0,0.0,0.0,4.5
1699,SQL with a focus on Product metrics by ex-Spotify & Meta DS,https://www.udemy.com/course/sql-with-a-focus-on-product-metrics-by-ex-spotify-meta-ds/,6,1,1.0,1/2023,English,1.0,0.0,69.9,1.0,4.0,61.0,1h 59m,Luis Andrade,6,1.0,5.0,,,,,0.0,1.0,0.0,5.0
1700,Working Business Statistics Problems,https://www.udemy.com/course/working-business-statistics-problems/,49,1,1.0,10/2017,English,1.0,1.0,69.9,1.0,12.0,80.0,8h 50m,Ronny Richardson,"1,252",3.0,4.2,,,,,1.0,0.0,0.0,4.0
1701,Learn Time Series Analysis and Forecasting,https://www.udemy.com/course/learn-time-series-analysis-and-forecasting/,13,1,1.0,7/2022,English,1.0,1.0,69.9,1.0,4.0,33.0,8h 43m,Tracy Renee,"8,409",21.0,4.0,,,,,0.0,0.0,0.0,5.0
1702,The Complete Linear and Logistic Regression Course in Python,https://www.udemy.com/course/the-complete-linear-and-logistic-regression-course-in-python/,11,1,1.0,1/2023,English,1.0,0.0,69.9,1.0,6.0,27.0,4h 46m,Hoang Quy La,"5,142",15.0,4.0,,,,,0.0,0.0,0.0,5.0
1703,Classification Master Course: Machine Learning in Python,https://www.udemy.com/course/classification-master-course-machine-learning-on-python/,"1,079",2,1.0,1/2023,English,1.0,1.0,69.9,1.0,2.0,8.0,1h 57m,Lucas Bazilio,"32,521",67.0,4.4,,,,,0.0,0.0,0.0,4.6
1704,Introduction to Deep Belief Network (DBN) with Python 2023,https://www.udemy.com/course/introduction-to-deep-belief-network-dbn-with-python-2023/,10,1,1.0,1/2023,English,1.0,0.0,69.9,1.0,5.0,17.0,2h 13m,Hoang Quy La,"5,142",15.0,4.0,,,,,0.0,0.0,0.0,5.0
1705,AWS Machine Learning Services,https://www.udemy.com/course/amazon-machine-learning-services/,"1,021",1,1.0,12/2022,English,1.0,1.0,199.9,1.0,3.0,17.0,50m total,"SK Singh | AWS, Hadoop, Kafka, Oracle, Unix, Java Certified","21,918",5.0,4.3,,,,,1.0,0.0,0.0,5.0
1706,Deep Learning for NLP - Part 10,https://www.udemy.com/course/ahol-dl4nlp10/,47,1,1.0,9/2021,English,1.0,1.0,69.9,1.0,3.0,19.0,3h 50m,Manish Gupta,262,10.0,4.5,,,,,0.0,0.0,0.0,3.0
1707,Deep Learning for NLP - Part 6,https://www.udemy.com/course/ahol-dl4nlp6/,60,1,1.0,8/2021,English,1.0,1.0,179.9,1.0,3.0,14.0,2h 39m,Manish Gupta,262,10.0,4.5,,,,,0.0,0.0,0.0,5.0
1708,Excel Data Analysis - Data Science Masterclass for Beginners,https://www.udemy.com/course/excel-data-analysis-data-science-masterclass-for-beginners/,9,1,2.0,12/2020,English,1.0,1.0,69.9,1.0,9.0,55.0,5h 2m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,4.0
1709,Python for data science and basics of ML using regression,https://www.udemy.com/course/python-for-data-science-and-basics-of-ml-using-regression/,12,1,1.0,12/2022,English,1.0,0.0,69.9,1.0,5.0,42.0,20h 1m,Mathew Basenth Thomas,676,2.0,4.5,,,,,1.0,0.0,0.0,5.0
1710,Predictive Modeling and Regression with SAS Enterprise Miner,https://www.udemy.com/course/sas-predictive-modeling-u/,"1,029",2,1.0,7/2022,English,1.0,1.0,249.9,1.0,5.0,62.0,10h 23m,EDUCBA Bridging the Gap,"252,741",152.0,4.0,,,,,0.0,0.0,0.0,5.0
1711,Data Science: Fisher Discriminant Analysis in Python,https://www.udemy.com/course/fisher-discriminant-analysis-data-science-on-python/,"1,398",1,1.0,1/2023,English,1.0,1.0,69.9,1.0,4.0,8.0,1h 54m,Lucas Bazilio,"32,521",67.0,4.4,,,,,0.0,0.0,0.0,5.0
1712,Python Docx from Beginner to Winner,https://www.udemy.com/course/python-docx-from-beginner-to-winner/,16,2,1.0,2/2023,English,1.0,0.0,69.9,1.0,1.0,24.0,6h 5m,Hugo Ferro,"1,421",10.0,4.7,,,,,0.0,0.0,0.0,4.5
1713,Product Mentality for Data Scientists and Engineers,https://www.udemy.com/course/product-mentality-for-data-scientists-and-engineers/,8,1,1.0,5/2022,English,1.0,1.0,69.9,1.0,7.0,7.0,3h 22m,Casey Whorton,8,1.0,3.0,,,,,0.0,0.0,0.0,3.0
1714,ChatGPT For YouTube: Make Money With YouTube Using ChatGPT,https://www.udemy.com/course/chatgpt-for-youtube-make-money-with-youtube-using-chatgpt/,19,1,1.0,2/2023,English,1.0,0.0,69.9,1.0,6.0,13.0,1h 8m,Being Commerce,"15,775",106.0,4.4,,,,,0.0,0.0,0.0,5.0
1715,Data Science Interview Preparation,https://www.udemy.com/course/data-science-interview-preparation/,35,1,1.0,11/2022,English,1.0,1.0,69.9,1.0,11.0,68.0,6h 54m,Mohit Jain,"1,159",2.0,4.6,,,,,0.0,0.0,0.0,5.0
1716,Massive Data Workloads with Open Source Software,https://www.udemy.com/course/massive-data-workloads-with-open-source-software/,54,1,1.0,5/2021,English,1.0,1.0,179.9,0.0,6.0,41.0,3h 29m,Israel Ekpo,54,1.0,5.0,,,,,1.0,0.0,0.0,5.0
1717,End-to-end data science and machine learning project,https://www.udemy.com/course/end-to-end-data-science-and-machine-learning-project/,18,1,1.0,11/2022,English,1.0,0.0,69.9,1.0,3.0,20.0,1h 16m,Sara Malvar,18,1.0,5.0,,,,,1.0,0.0,0.0,5.0
1718,Data Science for Social Influence,https://www.udemy.com/course/data-science-for-social-influence/,53,2,1.0,1/2023,English,1.0,1.0,69.9,1.0,8.0,48.0,9h 51m,Nicholas Lincoln,199,2.0,4.7,,,,,0.0,0.0,0.0,5.0
1719,Unleashing the Power of AI,https://www.udemy.com/course/unleashing-the-power-of-ai/,2,1,1.0,1/2023,English,1.0,0.0,69.9,1.0,13.0,82.0,14h 23m,Get More Educated,2,1.0,1.0,,,,,1.0,0.0,0.0,1.0
1720,Massive Data Workloads with Open Source Software,https://www.udemy.com/course/massive-data-workloads-with-open-source-software/,54,1,1.0,May-21,English,1.0,1.0,179.9,0.0,6.0,41.0,3h 29m,Israel Ekpo,54,1.0,5,,,,,1.0,0.0,0.0,5.0
1721,End-to-end data science and machine learning project,https://www.udemy.com/course/end-to-end-data-science-and-machine-learning-project/,18,1,1.0,Nov-22,English,1.0,0.0,69.9,1.0,3.0,20.0,1h 16m,Sara Malvar,18,1.0,5,,,,,1.0,0.0,0.0,5.0
1722,Data Science for Social Influence,https://www.udemy.com/course/data-science-for-social-influence/,53,2,1.0,Jan-23,English,1.0,1.0,69.9,1.0,8.0,48.0,9h 51m,Nicholas Lincoln,199,2.0,4.7,,,,,0.0,0.0,0.0,5.0
1723,Unleashing the Power of AI,https://www.udemy.com/course/unleashing-the-power-of-ai/,2,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,13.0,82.0,14h 23m,Get More Educated,2,1.0,1,,,,,1.0,0.0,0.0,1.0
1724,Fundamentals of Seaborn,https://www.udemy.com/course/fundamentals-of-seaborn/,244,1,1.0,Feb-22,English,1.0,1.0,69.9,1.0,3.0,18.0,48m total,AJ Jackson,244,1.0,5,,,,,0.0,0.0,0.0,5.0
1725,Data Analysis - Business Intelligence | Python | Pandas |SQL,https://www.udemy.com/course/data-analysis-business-intelligence-python-pandas-sql/,20,1,1.0,Dec-22,English,1.0,1.0,69.9,1.0,6.0,26.0,10h 25m,Akhil Vydyula,"3,813",11.0,4.1,,,,,0.0,0.0,0.0,5.0
1726,Python for Machine Learning,https://www.udemy.com/course/python-for-machine-learning-lvl1/,5,1,2.0,Mar-20,English,1.0,0.0,69.9,1.0,13.0,,,Junior Engineers,571,2.0,2.9,Abdelhamied Amr,5,1.0,1,0.0,0.0,1.0,1.0
1727,10 Machine Learning Projects with Python,https://www.udemy.com/course/10-machine-learning-projects-with-python/,14,1,1.0,May-21,English,1.0,1.0,69.9,1.0,10.0,28.0,2h 34m,Ashina Sadiq,15,1.0,1.5,,,,,0.0,0.0,0.0,1.5
1728,Ensemble models in machine learning with Python,https://www.udemy.com/course/ensemble-models-in-machine-learning-with-python/,8,1,1.0,May-22,English,1.0,1.0,69.9,1.0,5.0,17.0,1h 50m,Gianluca Malato,"8,835",10.0,4.6,,,,,0.0,0.0,0.0,3.5
1729,StreamLit With Python || Zero to Hero,https://www.udemy.com/course/streamlit-with-python-zero-to-hero/,7,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,9.0,15.0,2h 50m,Meet Jethwa,"1,929",4.0,4.5,,,,,0.0,0.0,0.0,5.0
1730,Ensemble models in machine learning with Python,https://www.udemy.com/course/ensemble-models-in-machine-learning-with-python/,8,1,1.0,May-22,English,1.0,1.0,69.9,1.0,5.0,17.0,1h 50m,Gianluca Malato,"8,835",10.0,4.6,,,,,0.0,0.0,0.0,3.5
1731,Introduction to Artificial Intelligence,https://www.udemy.com/course/introduction-artificial-intelligence/,3,1,1.0,Nov-22,English,1.0,0.0,69.9,1.0,5.0,10.0,1h 37m,Maxime Vandegar,"1,290",25.0,4.4,,,,,0.0,0.0,0.0,5.0
1732,Unreal Image Generation and Segmentation ML with Python,https://www.udemy.com/course/unreal-image-generation-and-segmentation-ml-with-python/,24,1,2.0,Aug-22,English,1.0,1.0,69.9,1.0,13.0,77.0,9h 53m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,1.0
1733,Master Deep Learning | A Step-by-Step Guide for 2022,https://www.udemy.com/course/master-deep-learning-a-step-by-step-guide-for-2021/,866,1,1.0,Jun-22,English,1.0,1.0,69.9,1.0,12.0,109.0,8h 33m,R Tutor,"29,015",57.0,3.9,,,,,0.0,0.0,1.0,5.0
1734,Generative Adversarial Network (GAN) from scratch | PyTorch,https://www.udemy.com/course/generative-adversarial-network-gan-from-scratch-pytorch/,7,1,1.0,Jun-22,English,1.0,1.0,105.9,0.0,9.0,14.0,9h 2m,Rohan Paul,7,1.0,3,,,,,0.0,0.0,0.0,3.0
1735,Build your own IOT applications and monitor data in your app,https://www.udemy.com/course/sensor-data-streaming-with-arduino-in-python-by-plotly-dash/,20,1,1.0,Feb-23,English,1.0,1.0,69.9,1.0,9.0,88.0,13h 30m,Mubeen Ali,"10,840",3.0,4.5,,,,,0.0,0.0,0.0,5.0
1736,Deep Learning MasterClass,https://www.udemy.com/course/deep-learning-masterclass/,"5,001",3,1.0,Jan-23,English,1.0,1.0,69.9,1.0,8.0,34.0,4h 15m,Raj Chhabria,"29,936",8.0,4.5,,,,,0.0,0.0,0.0,4.1
1737,ChatGPT: Learn how to Use ChatGPT from Zero to Hero (2023),https://www.udemy.com/course/chatgpt-learn-how-to-use-chatgpt-from-zero-to-hero-2023/,2,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,5.0,16.0,1h 2m,Meta Coders,3,2.0,5,,,,,0.0,0.0,0.0,5.0
1738,Detecting Cybertrolls using deep learning,https://www.udemy.com/course/detecting-cybertrolls-using-deep-learning/,12,1,1.0,Mar-20,English,1.0,1.0,69.9,1.0,5.0,19.0,3h 15m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,5.0
1739,Python Data Analysis: Pandas Library for Beginners,https://www.udemy.com/course/python-data-analysis-pandas-library-for-beginners/,16,1,1.0,Aug-22,English,1.0,0.0,69.9,1.0,5.0,15.0,1h 58m,Simon Sez IT,"671,016",217.0,4.5,,,,,1.0,0.0,0.0,5.0
1740,"Object Detect with TensorFlow, React, Mongo, TS, Redis, WS",https://www.udemy.com/course/object-detect-with-tensorflow-react-mongo-ts-redis-ws/,18,1,1.0,Dec-20,English,1.0,1.0,69.9,1.0,3.0,29.0,2h 9m,eugene maksymenko,771,20.0,2.6,,,,,0.0,0.0,0.0,3.5
1741,Principles in qPCR and Data analysis,https://www.udemy.com/course/principles-in-real-time-pcr-and-data-analysis/,1,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,1.0,8.0,44m total,Hend Okasha,4,3.0,5,,,,,0.0,0.0,0.0,5.0
1742,Migrating DB2 Databases to SQL Server (DB2ToSQL),https://www.udemy.com/course/migrating-db2-databases-to-sql-server-db2tosql/,866,1,1.0,Aug-22,English,1.0,1.0,69.9,1.0,3.0,21.0,1h 27m,Bluelime Learning Solutions,"748,349",439.0,4.1,,,,,0.0,0.0,0.0,5.0
1743,SPSS Powerclass: Learn SPSS from Advanced to Ultimate,https://www.udemy.com/course/spss-powerclass/,"1,105",1,1.0,Feb-23,English,1.0,1.0,69.9,1.0,6.0,45.0,5h 50m,Scholarsight Learning,"38,622",18.0,4.5,,,,,0.0,0.0,0.0,5.0
1744,"ChatGPT for School, College & University Work",https://www.udemy.com/course/chatgpt-for-students/,7,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,12.0,16.0,1h 0m,Ben Dockety,7,1.0,5,,,,,0.0,0.0,0.0,5.0
1745,Computer Vision with Python,https://www.udemy.com/course/computer-vision-with-python3/,30,1,1.0,Apr-22,English,1.0,0.0,69.9,1.0,5.0,20.0,1h 2m,Lucas Mayrhofer,"11,739",7.0,4.1,,,,,0.0,0.0,0.0,5.0
1746,Data Science: Diabetes Prediction- Model Building Deployment,https://www.udemy.com/course/data-science-diabetes-prediction-model-building-deployment/,25,1,1.0,Oct-21,English,1.0,1.0,69.9,1.0,9.0,28.0,1h 3m,AutomationGig .,274,8.0,4.2,,,,,0.0,0.0,0.0,5.0
1747,SPSS Powerclass: Learn SPSS from Advanced to Ultimate,https://www.udemy.com/course/spss-powerclass/,"1,105",1,1.0,Feb-23,English,1.0,1.0,69.9,1.0,6.0,45.0,5h 50m,Scholarsight Learning,"38,622",18.0,4.5,,,,,0.0,0.0,0.0,5.0
1748,"ChatGPT for School, College & University Work",https://www.udemy.com/course/chatgpt-for-students/,7,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,,,,Ben Dockety,7,1.0,5,,,,,0.0,0.0,0.0,5.0
1749,"Machine Learning Masterclass with Python, TensorFlow, GCP",https://www.udemy.com/course/machine-learning-masterclass-with-python-tensorflow-gcp/,44,1,1.0,Jan-21,English,1.0,1.0,199.9,1.0,12.0,74.0,10h 4m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,5.0
