,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
1591,MATLAB and Simulink programing,https://www.udemy.com/course/matlab-and-simulink-programing/,16,3,1,21-Jul,English,1,1,69.9,1,3.0,26.0,4.083333333333333,AulaGEO Academy,22504.0,130,4.0,0,0.0,0.0,0,0,0,0,3.4
1592,Convolutional Neural Networks for Medicine,https://www.udemy.com/course/convolutional-neural-networks-for-medicine/,23,3,1,22-Jan,English,1,1,69.9,1,3.0,8.0,0.5,Marshall Trumbull,126.0,5,4.5,0,0.0,0.0,0,1,0,0,5.0
1593,Apache Pig Training - Tame the Big Data,https://www.udemy.com/course/apache-pig-training-tame-the-big-data/,3158,3,1,22-Jun,English,1,1,179.9,1,1.0,18.0,2.1333333333333333,EDUCBA Bridging the Gap,252741.0,152,4.0,0,0.0,0.0,0,0,0,0,4.1
1594,Data Science Statistics for Absolute Beginners,https://www.udemy.com/course/data-science-statistics-for-absolute-beginners/,117,3,1,22-Nov,English,1,1,69.9,1,10.0,71.0,4.95,Adesola Samuel,117.0,1,4.6,0,0.0,0.0,0,1,0,1,4.6
1595,Time Series Analysis,https://www.udemy.com/course/time-series-analysis-for-beginner-from-scratch/,26,3,1,23-Jan,English,1,1,69.9,1,7.0,43.0,2.5,Christian Cisne,3831.0,3,4.2,0,0.0,0.0,0,1,0,0,5.0
1596,PyTorch: The Complete Guide 2022,https://www.udemy.com/course/pytorch-the-complete-guide-2022/,95,3,1,22-Jan,English,1,1,199.9,1,6.0,57.0,9.516666666666667,Hoang Quy La,5142.0,15,4.0,0,0.0,0.0,0,0,0,0,4.4
1597,Recommender System With Machine Learning and Statistics,https://www.udemy.com/course/recommender-system-with-machine-learning-and-statistics/,2610,3,1,21-Nov,English,1,1,159.9,1,6.0,13.0,0.9,Alina Zhang,15873.0,2,2.9,0,0.0,0.0,0,0,0,0,2.7
1598,Cloud Data Lake architecture and end to end implementation,https://www.udemy.com/course/cloud-data-lake-architecture-and-end-to-end-implementation/,26,3,1,21-Sep,English,1,1,69.9,1,3.0,6.0,0.9333333333333333,Somnath Bhattacharjee,261.0,3,3.9,0,0.0,0.0,0,0,0,0,2.9
1599,Achieve your first Machine Learning project in Python in 2h,https://www.udemy.com/course/achieve-your-first-machine-learning-project-python-2h/,23,3,1,20-Apr,English,1,0,69.9,0,7.0,25.0,2.2,Damien Chambon,284.0,2,4.5,0,0.0,0.0,0,0,0,0,4.4
1600,Pandas Challenges,https://www.udemy.com/course/pandas-challenges/,463,3,1,22-Oct,English,1,1,69.9,1,2.0,27.0,1.2833333333333332,Ted Petrou,61125.0,7,4.7,0,0.0,0.0,0,0,0,0,4.6
1601,Practical Project on Data Science Implementation with Python,https://www.udemy.com/course/industry-project-on-data-science-implementation-with-python/,11,3,1,20-Dec,English,1,1,69.9,1,1.0,5.0,4.183333333333334,Uplatz Training,386850.0,162,3.6,0,0.0,0.0,0,0,0,0,2.8
1602,Forest Mapping in Earth Engine Python API and Colab,https://www.udemy.com/course/forest-mapping-in-earth-engine-python-api-and-colab/,138,3,1,23-Feb,English,1,1,69.9,1,7.0,10.0,0.6,Dr. Alemayehu Midekisa,19458.0,22,3.9,0,0.0,0.0,0,0,0,0,2.5
1603,Deep Learning for Image Segmentation with Python & Pytorch,https://www.udemy.com/course/deep-learning-for-semantic-segmentation-with-python-pytorh/,36,5,2,23-Jan,English,1,1,69.9,1,18.0,33.0,3.466666666666667,Mazhar Hussain,9563.0,5,4.3,1,8884.0,4.0,4.3,0,0,0,4.3
1604,The Complete Data Analysis Course 2022 with Python,https://www.udemy.com/course/the-complete-data-analysis-course-2022-with-python/,32,3,1,22-Mar,English,1,1,69.9,1,6.0,32.0,5.766666666666667,Hoang Quy La,5142.0,15,4.0,0,0.0,0.0,0,1,0,0,5.0
1605,Learn Data Science : Full Course for Beginners,https://www.udemy.com/course/learn-data-science-full-course-for-beginners/,23,3,1,21-Oct,English,1,1,69.9,1,5.0,6.0,5.866666666666667,Code Hive,23.0,1,4.1,0,0.0,0.0,0,0,0,0,4.1
1606,DataScience_Machine Learning - NLP- Python-R-BigData-PySpark,https://www.udemy.com/course/datascience_machine-learning-nlp-python-r-bigdata-pyspark/,32,3,1,22-Nov,English,1,1,69.9,1,43.0,179.0,21.8,Mythili Eragamreddy,103.0,5,4.5,0,0.0,0.0,0,0,0,0,4.3
1607,Complete Hands On Pandas Bootcamp with a Real World Project,https://www.udemy.com/course/complete-hands-on-pandas-bootcamp-with-a-real-world-project/,16,3,1,21-Oct,English,1,1,69.9,1,6.0,31.0,3.3666666666666667,Naina Chaturvedi,147.0,4,3.9,0,0.0,0.0,0,1,0,0,5.0
1608,Apache Spark for Big Data Analytics and Data Processing,https://www.udemy.com/course/apache-spark-for-big-data-analytics-and-data-processing/,68,3,1,18-Dec,English,1,0,69.9,1,3.0,90.0,7.1,Packt Publishing,410275.0,977,3.9,0,0.0,0.0,0,1,0,0,4.2
1609,"Operations research, applications to industrial engineering",https://www.udemy.com/course/operations-research-or/,111,3,1,22-Mar,English,1,1,69.9,1,5.0,23.0,2.2,Andreas Wiese,605.0,2,4.0,0,0.0,0.0,0,0,0,0,4.3
1610,Machine Learning with Earth Engine Python and Colab,https://www.udemy.com/course/machine-learning-with-earth-engine-python-and-colab/,91,3,1,23-Feb,English,1,1,69.9,1,5.0,8.0,0.6666666666666666,Dr. Alemayehu Midekisa,19458.0,22,3.9,0,0.0,0.0,0,0,0,0,2.6
1611,Learning Path: R: Data Analysis and Machine Learning with R,https://www.udemy.com/course/learning-path-r-data-analysis-and-machine-learning-with-r/,66,2,1,17-Sep,English,1,1,69.9,1,3.0,85.0,8.25,Packt Publishing,410275.0,977,3.9,0,0.0,0.0,0,0,0,0,3.2
1612,Statistics: Statistical Modeling Explained using Python,https://www.udemy.com/course/statistical-modeling-explained-using-python/,912,2,2,23-Feb,English,1,1,69.9,1,5.0,53.0,2.8666666666666667,AI Sciences,44925.0,22,4.3,1,25036.0,21.0,4.3,0,0,0,3.6
1613,The Complete SQL Bootcamp for Data Analysis – Level 2,https://www.udemy.com/course/the-complete-sql-bootcamp-for-data-analysis-level-2/,504,2,1,22-Sep,English,1,1,69.9,1,7.0,27.0,1.7166666666666668,Idan Gabrieli,141068.0,17,4.5,0,0.0,0.0,0,1,0,0,4.3
1614,Fundamentals of image morphology,https://www.udemy.com/course/fundamentals-of-image-morphology/,5,2,1,19-Dec,English,1,1,69.9,1,5.0,18.0,2.3333333333333335,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,3.8
1615,Tableau Masterclass: Advanced Training in Tableau Desktop,https://www.udemy.com/course/tableau-masterclass-advanced-training-in-tableau-desktop/,40,2,1,22-Oct,English,1,1,69.9,1,3.0,31.0,5.1,Simon Sez IT,671016.0,217,4.5,0,0.0,0.0,0,1,0,0,2.5
1616,Migrating Oracle Databases to SQL Server (OracleToSQL),https://www.udemy.com/course/migrating-oracle-databases-to-sql-server-oracletosql/,1434,2,1,22-Jul,English,1,1,69.9,1,3.0,30.0,1.9166666666666665,Bluelime Learning Solutions,748349.0,439,4.1,0,0.0,0.0,0,0,0,0,3.5
1617,Jupyter Notebooks and iPython for Data Science,https://www.udemy.com/course/jupyter-notebooks-and-ipython-for-data-science/,1002,2,1,22-Aug,English,1,1,259.9,1,7.0,40.0,6.083333333333333,EDUCBA Bridging the Gap,252741.0,152,4.0,0,0.0,0.0,0,0,0,0,3.3
1618,The Complete Data Visualization with Python [2022],https://www.udemy.com/course/the-complete-data-visualization-with-python-2022/,55,2,1,22-May,English,1,1,69.9,1,5.0,44.0,6.466666666666667,Hoang Quy La,5142.0,15,4.0,0,0.0,0.0,0,0,0,0,5.0
1619,Data Science for AI and Machine Learning Using R,https://www.udemy.com/course/data-science-for-ai-and-machine-learning-using-r/,58,2,1,22-Feb,English,1,0,69.9,1,8.0,93.0,10.65,Shiv Onkar Deepak Kumar,1545.0,7,3.7,0,0.0,0.0,0,0,0,0,5.0
1620,NLP Foundations,https://www.udemy.com/course/nlp-foundations/,17,2,1,22-Dec,English,1,0,69.9,1,8.0,26.0,15.233333333333333,Rosario Moscato,435.0,4,4.5,0,0.0,0.0,0,0,0,0,5.0
1621,Machine Learning & Deep Learning with TensorFlow,https://www.udemy.com/course/machine-learning-deep-learning-with-tensorflow/,31,2,1,19-Jan,English,1,1,69.9,1,3.0,74.0,7.916666666666667,Packt Publishing,410275.0,977,3.9,0,0.0,0.0,0,1,0,0,3.7
1622,Natural Language Processing(NLP) with Python in 5 easy steps,https://www.udemy.com/course/learn-python-nlp-in-5-easy-steps/,30,2,1,20-Apr,English,1,1,69.9,1,8.0,7.0,2.5833333333333335,Zlatko Lazarevski,87.0,3,4.2,0,0.0,0.0,0,0,0,1,4.1
1623,Automate with Google Apps Script and ChatGPT,https://www.udemy.com/course/automate-with-google-apps-script-and-chatgpt/,36,2,1,23-Jan,English,1,1,69.9,1,1.0,7.0,0.9666666666666667,Mohamed Ibrahim,42.0,2,4.2,0,0.0,0.0,0,0,0,0,4.2
1624,Full Stack Data Science & Machine Learning BootCamp Course,https://www.udemy.com/course/full-stack-data-science-machine-learning-bootcamp-course/,68,4,1,22-Dec,English,1,0,69.9,1,13.0,69.0,34.45,Akhil Vydyula,3813.0,11,4.1,0,0.0,0.0,0,0,0,0,3.1
1625,Fuzzy Logic and Fuzzy Artificial Intelligence Tutorial,https://www.udemy.com/course/fuzzy-logic-and-fuzzy-artificial-intelligence-tutorial/,7,2,1,23-Jan,English,1,0,69.9,1,4.0,9.0,0.95,Muhammad Ismail,112829.0,32,4.0,0,0.0,0.0,0,0,0,0,5.0
1626,"Statistics: Analyzing, Calculating and Understanding",https://www.udemy.com/course/statistics-basic-and-advanced-principles/,19,2,1,18-Dec,English,1,1,69.9,1,2.0,29.0,6.183333333333334,Lecturio GmbH,58028.0,19,4.5,0,0.0,0.0,0,1,0,0,4.2
1627,Basics of Streamlit,https://www.udemy.com/course/basics-of-streamlit/,15,2,1,21-Sep,English,1,1,69.9,1,4.0,9.0,1.85,Harsh Gupta,15.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
1628,Amazon Sagemaker: Create and Deploy Machine Learning Today,https://www.udemy.com/course/amazon-sagemaker-create-and-deploy-machine-learning-today/,9,2,1,22-Aug,English,1,1,69.9,1,3.0,26.0,0.9666666666666667,Pritika Vipin,1479.0,4,4.2,0,0.0,0.0,0,1,0,0,3.4
1629,Deep Learning,https://www.udemy.com/course/deep-learning-p/,1,2,1,22-Jun,English,1,1,69.9,1,3.0,6.0,0.9,JP Singh,37.0,2,2.6,0,0.0,0.0,0,0,0,0,2.6
1630,A Beginners Introduction to Data Science,https://www.udemy.com/course/a-beginners-introduction-to-data-science/,371,2,1,23-Jan,English,1,1,69.9,1,6.0,19.0,0.48333333333333334,Saket Chaturvedi,371.0,1,5.0,0,0.0,0.0,0,0,0,0,5.0
1631,ChatGPT Bootcamp: From Beginner to Pro,https://www.udemy.com/course/chatgpt-bootcamp-from-beginner-to-pro/,6,2,1,23-Jan,English,1,0,69.9,1,6.0,21.0,0.7,Danny Farah,6.0,1,5.0,0,0.0,0.0,0,0,0,0,5.0
1632,Guide To AI & ML Developer Tools,https://www.udemy.com/course/ai-machine-learning-tools/,67,2,1,20-Jan,English,1,1,69.9,1,7.0,36.0,7.433333333333334,Eduonix Learning Solutions,1251591.0,237,3.9,0,0.0,0.0,0,0,0,0,3.8
1633,Machine Learning for Social Science,https://www.udemy.com/course/machine-learning-for-social-scientists/,120,2,1,22-Mar,English,1,1,229.9,1,7.0,44.0,4.6,Scholarsight Learning,38622.0,18,4.5,0,0.0,0.0,0,1,0,0,5.0
1634,Fundamentals of Image convolutions,https://www.udemy.com/course/fundamentals-of-image-convolutions/,1452,2,1,19-Dec,English,1,1,69.9,1,4.0,14.0,2.1333333333333333,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,2.5
1635,Deep Learning with Apache Spark - MasterClass!,https://www.udemy.com/course/deep-learning-with-apache-spark-masterclass/,68,2,1,19-May,English,1,1,69.9,1,3.0,86.0,5.533333333333333,Packt Publishing,410275.0,977,3.9,0,0.0,0.0,0,1,0,0,4.0
1636,Data Visualization using Python-matplotlib,https://www.udemy.com/course/data-visualization-using-python/,6,2,2,21-Aug,English,1,1,69.9,1,2.0,11.0,2.283333333333333,L J UNIVERSITY,6.0,1,1.6,1,6.0,1.0,1.6,1,0,1,1.6
1637,Deep Learning & Machine Learning Masterclass w/ TensorFlowJS,https://www.udemy.com/course/deep-learning-machine-learning-masterclass-w-tensorflowjs/,98,2,2,21-Jan,English,1,1,69.9,1,13.0,98.0,9.433333333333334,Mammoth Interactive,381800.0,263,4.3,1,520513.0,292.0,4.3,0,0,0,4.5
1638,Fundamentals of Statistics and Visualization in Python,https://www.udemy.com/course/fundamentals-of-statistics-and-visualization-in-python/,23,2,1,20-Mar,English,1,1,69.9,1,5.0,22.0,3.2333333333333334,Packt Publishing,410275.0,977,3.9,0,0.0,0.0,0,1,0,0,3.8
1639,GCP And Google Cloud Machine Learning,https://www.udemy.com/course/gcp-and-google-cloud-machine-learning/,48,2,1,21-Aug,English,1,1,69.9,1,5.0,40.0,4.3,Spotle Learn,297.0,23,4.1,0,0.0,0.0,0,0,0,0,3.4
1640,Fundamentals of image smoothing,https://www.udemy.com/course/fundamentals-of-image-smoothing/,8,2,1,19-Dec,English,1,1,69.9,1,5.0,19.0,2.6833333333333336,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,5.0
1641,PRACTICAL DATA ANALYTICS USING EXCEL VBA & POWER BI WITH DAX,https://www.udemy.com/course/practical-data-analytics-using-excel-vba-power-bi-with-dax/,13,2,1,22-Jul,English,1,1,69.9,1,1.0,14.0,3.183333333333333,Alida Herbst,90.0,2,4.7,0,0.0,0.0,0,1,0,1,5.0
1642,From Machine Learning to Deep Learning,https://www.udemy.com/course/from-machine-learning-to-deep-learning/,6,2,1,21-Jul,English,1,1,69.9,1,6.0,6.0,2.466666666666667,Sridhar Swaminathan,6.0,1,4.3,0,0.0,0.0,0,0,0,0,4.3
1643,Artificial Intelligence with Crypto Stocks,https://www.udemy.com/course/artificial-intelligence-with-crypto-stocks/,6,2,2,22-Aug,English,1,0,69.9,1,19.0,111.0,11.65,Mammoth Interactive,381800.0,263,4.3,1,520513.0,292.0,4.3,0,0,0,4.0
1644,Introduction to Data Science and Analytics using R,https://www.udemy.com/course/introduction-to-data-science-and-analytics-using-r/,56,2,1,22-Feb,English,1,1,69.9,1,8.0,17.0,5.0,Diganta Nil Chatterjee,56.0,1,4.3,0,0.0,0.0,0,1,0,0,4.3
1645,Data Mining w/ Python and NumPy - Build a Video Recommender,https://www.udemy.com/course/data-mining-w-python-and-numpy-build-a-video-recommender/,34,2,2,21-Mar,English,1,1,69.9,1,4.0,27.0,5.983333333333333,Mammoth Interactive,381800.0,263,4.3,1,520513.0,292.0,4.3,0,0,0,5.0
1646,Applied Statistics and Data Preparation with Python,https://www.udemy.com/course/applied-statistics-and-data-preparation-with-python/,526,2,1,19-Feb,English,1,0,69.9,1,1.0,47.0,1.7666666666666666,Goh Ming Hui,14015.0,28,3.1,0,0.0,0.0,0,0,0,0,1.4
1647,Learning Application of R: Part 1 of 3 (Emotion Analysis),https://www.udemy.com/course/emotion-analysis/,28,2,1,20-Mar,English,1,0,69.9,1,6.0,20.0,3.716666666666667,Partha Majumdar,6690.0,8,4.4,0,0.0,0.0,0,0,0,0,5.0
1648,2023 Python for Machine Learning: A Step-by-Step Guide,https://www.udemy.com/course/python-for-machine-learning-and-data-science-projects/,64,2,1,23-Feb,English,1,1,69.9,1,22.0,280.0,32.083333333333336,Laxmi Kant KGP Talkie,48839.0,8,4.3,0,0.0,0.0,0,0,0,0,5.0
1649,Real time object detection in video using YOLO on iPhone,https://www.udemy.com/course/real-time-object-detection-in-video-using-yolo-on-iphone/,13,2,1,20-Jun,English,1,1,69.9,1,5.0,24.0,4.25,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,4.3
1650,Python Pandas for Business Analytics/ Data Science _ Level 1,https://www.udemy.com/course/python-pandas-for-business-analytics-data-science/,25,2,1,23-Jan,English,1,1,69.9,1,6.0,23.0,5.45,Dr. Nisha Arora,25.0,1,4.8,0,0.0,0.0,0,0,0,0,4.8
1651,Applied Data Science and Machine Learning in R for Beginners,https://www.udemy.com/course/data-science-ss/,8,2,1,22-Oct,English,1,0,69.9,1,13.0,61.0,9.133333333333333,Asmi Ariv,8.0,1,2.2,0,0.0,0.0,0,1,0,0,2.2
1652,Artificial Intelligence (AI) in Education,https://www.udemy.com/course/artificial-intelligence-ai-in-education/,2,2,1,23-Feb,English,1,0,69.9,1,8.0,16.0,0.9666666666666667,Jill Outka-Hill,2.0,1,5.0,0,0.0,0.0,0,1,0,0,5.0
1653,"Building Bulk SQL Queries with Excel ,SQL, Oracle, TOAD",https://www.udemy.com/course/building-bulk-sql-queries-with-excel-sql-oracle-toad/,1073,3,1,22-Nov,English,1,1,69.9,1,2.0,30.0,1.8166666666666667,247 Learning,24603.0,29,4.1,0,0.0,0.0,0,0,0,0,4.3
1654,Predicting movie review sentiments with CNN & word embedding,https://www.udemy.com/course/predicting-movie-review-sentiments-with-cnn-word-embedding/,14,2,1,20-Mar,English,1,1,69.9,1,5.0,19.0,3.2333333333333334,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,2.5
1655,Mastering Image Segmentation with PyTorch,https://www.udemy.com/course/mastering-image-segmentation-with-pytorch/,22,3,1,23-Jan,English,1,1,69.9,1,5.0,44.0,5.016666666666667,Bert Gollnick,6845.0,6,4.4,0,0.0,0.0,0,0,0,0,4.6
1656,Data Science on Blockchains,https://www.udemy.com/course/data-science-on-blockchains/,22,2,3,22-Nov,English,1,1,69.9,1,8.0,43.0,7.25,Cuneyt Gurcan Akcora,22.0,1,3.5,1,22.0,1.0,3.5,1,0,0,3.5
1657,Complete guide to begin with Python for Data Science,https://www.udemy.com/course/python-go-beginner-to-professional/,9,2,1,20-Nov,English,1,1,69.9,1,16.0,62.0,9.8,Play With Data,9.0,1,5.0,0,0.0,0.0,0,1,0,0,5.0
1658,Generate photorealistic human faces using GAN,https://www.udemy.com/course/generate-photorealistic-human-faces-using-gan/,3,2,1,22-May,English,1,1,69.9,1,4.0,15.0,1.8833333333333333,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,2.4
1659,Python and Pandas Data Science and Visualization,https://www.udemy.com/course/python-and-pandas-data-science-and-visualization-masterclass/,36,2,1,22-Jul,English,1,1,69.9,1,34.0,136.0,18.316666666666666,"Ashwin Pajankar • 80,000+ Students Worldwide",84640.0,22,4.1,0,0.0,0.0,0,0,0,0,4.0
1660,Fundamentals of Image thresholding and masking,https://www.udemy.com/course/image-thresholding-and-masking/,9,2,1,19-Dec,English,1,1,69.9,1,5.0,16.0,2.533333333333333,Evergreen Technologies,15067.0,55,3.5,0,0.0,0.0,0,0,0,0,4.6
1661,Analysing Tweets using R,https://www.udemy.com/course/analysing-tweets-using-r/,40,1,1,20-Apr,English,1,0,69.9,1,7.0,24.0,3.183333333333333,Partha Majumdar,6690.0,8,4.4,0,0.0,0.0,0,1,0,0,5.0
1662,"Libraries in Python For AI,ML & Data Science",https://www.udemy.com/course/libraries-in-python-for-aiml-data-science/,20,1,1,22-Aug,English,1,1,69.9,1,5.0,23.0,3.783333333333333,Eduonix Learning Solutions,1251591.0,237,3.9,0,0.0,0.0,0,1,0,0,1.0
1663,Using ChatGPT: Tips&Tricks for ServiceNow Administrators,https://www.udemy.com/course/servicenow-and-chatgpt-mastering-use-cases/,9,1,1,23-Jan,English,1,0,69.9,1,4.0,15.0,0.7,Mindaugas Kubilius,9.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
1664,2021 Machine Learning Regression Models,https://www.udemy.com/course/2021-machine-learning-regression-models/,13,1,1,21-Feb,English,1,1,69.9,1,10.0,64.0,6.35,Python Profits,82.0,2,3.9,0,0.0,0.0,0,0,0,0,2.0
1665,Prerequisites to Machine Learning: A Beginners Guide,https://www.udemy.com/course/prerequisites-to-machine-learning-a-beginners-guide/,5,1,1,22-Jun,English,1,1,69.9,1,3.0,15.0,2.0,Md Hesam Akhter,5.0,1,5.0,0,0.0,0.0,0,0,0,0,5.0
1666,Easy Guide to Statistical analysis & Data Science Analytics,https://www.udemy.com/course/easy-guide-to-statistical-analysis-data-science-analytics/,2,1,1,22-Jul,English,1,1,69.9,1,1.0,30.0,6.366666666666666,Hanif Abdul Rahman,2.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
1667,SQL with a focus on Product metrics by ex-Spotify & Meta DS,https://www.udemy.com/course/sql-with-a-focus-on-product-metrics-by-ex-spotify-meta-ds/,6,1,1,23-Jan,English,1,0,69.9,1,4.0,61.0,1.9833333333333334,Luis Andrade,6.0,1,5.0,0,0.0,0.0,0,0,1,0,5.0
1668,Working Business Statistics Problems,https://www.udemy.com/course/working-business-statistics-problems/,49,1,1,17-Oct,English,1,1,69.9,1,12.0,80.0,8.833333333333334,Ronny Richardson,1252.0,3,4.2,0,0.0,0.0,0,1,0,0,4.0
1669,Learn Time Series Analysis and Forecasting,https://www.udemy.com/course/learn-time-series-analysis-and-forecasting/,13,1,1,22-Jul,English,1,1,69.9,1,4.0,33.0,8.716666666666667,Tracy Renee,8409.0,21,4.0,0,0.0,0.0,0,0,0,0,5.0
1670,The Complete Linear and Logistic Regression Course in Python,https://www.udemy.com/course/the-complete-linear-and-logistic-regression-course-in-python/,11,1,1,23-Jan,English,1,0,69.9,1,6.0,27.0,4.766666666666667,Hoang Quy La,5142.0,15,4.0,0,0.0,0.0,0,0,0,0,5.0
1671,Classification Master Course: Machine Learning in Python,https://www.udemy.com/course/classification-master-course-machine-learning-on-python/,1079,2,1,23-Jan,English,1,1,69.9,1,2.0,8.0,1.95,Lucas Bazilio,32521.0,67,4.4,0,0.0,0.0,0,0,0,0,4.6
1672,Introduction to Deep Belief Network (DBN) with Python 2023,https://www.udemy.com/course/introduction-to-deep-belief-network-dbn-with-python-2023/,10,1,1,23-Jan,English,1,0,69.9,1,5.0,17.0,2.216666666666667,Hoang Quy La,5142.0,15,4.0,0,0.0,0.0,0,0,0,0,5.0
1673,AWS Machine Learning Services,https://www.udemy.com/course/amazon-machine-learning-services/,1021,1,1,22-Dec,English,1,1,199.9,1,3.0,17.0,0.8333333333333334,"SK Singh | AWS, Hadoop, Kafka, Oracle, Unix, Java Certified",21918.0,5,4.3,0,0.0,0.0,0,1,0,0,5.0
1674,Deep Learning for NLP - Part 10,https://www.udemy.com/course/ahol-dl4nlp10/,47,1,1,21-Sep,English,1,1,69.9,1,3.0,19.0,3.8333333333333335,Manish Gupta,262.0,10,4.5,0,0.0,0.0,0,0,0,0,3.0
1675,Deep Learning for NLP - Part 6,https://www.udemy.com/course/ahol-dl4nlp6/,60,1,1,21-Aug,English,1,1,179.9,1,3.0,14.0,2.65,Manish Gupta,262.0,10,4.5,0,0.0,0.0,0,0,0,0,5.0
1676,Excel Data Analysis - Data Science Masterclass for Beginners,https://www.udemy.com/course/excel-data-analysis-data-science-masterclass-for-beginners/,9,1,2,20-Dec,English,1,1,69.9,1,9.0,55.0,5.033333333333333,Mammoth Interactive,381800.0,263,4.3,1,520513.0,292.0,4.3,0,0,0,4.0
1677,Python for data science and basics of ML using regression,https://www.udemy.com/course/python-for-data-science-and-basics-of-ml-using-regression/,12,1,1,22-Dec,English,1,0,69.9,1,5.0,42.0,20.016666666666666,Mathew Basenth Thomas,676.0,2,4.5,0,0.0,0.0,0,1,0,0,5.0
