,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
2374,Maschinelles Lernen & Künstliche Intelligenz in der Theorie,https://www.udemy.com/course/maschinelles-lernen-und-kuenstliche-intelligenz-in-der-theorie/,824,75,1,20-Feb,German,1,1,69.9,1,15.0,112.0,14.2,Cedric Mössner,21578.0,42,4.0,0,0.0,0.0,0,1,0,0,3.0
2375,Aprende lenguaje R con Rstudio Cloud desde cero,https://www.udemy.com/course/aprende-lenguaje-r-desde-cero-con-rstudio-cloud/,2150,74,1,22-Jun,Spanish,1,1,69.9,1,4.0,23.0,4.633333333333333,Mao Garzón,2150.0,1,4.6,0,0.0,0.0,0,0,0,0,4.6
2376,Detecção de Movimentos com Python e OpenCV,https://www.udemy.com/course/deteccao-movimentos-python-opencv/,700,73,3,21-Jul,Portuguese,1,1,69.9,1,4.0,31.0,5.333333333333333,Jones Granatyr,166599.0,91,4.7,1,4960.0,6.0,4.7,0,0,0,4.7
2377,너무 쉬운 엑셀 피벗 테이블,https://www.udemy.com/course/pivot_table/,342,74,1,22-Dec,Korean,1,0,69.9,1,3.0,17.0,1.6166666666666667,김지형 M.D.,2419.0,31,4.6,0,0.0,0.0,0,0,0,0,4.6
2378,Tableau Desktop - Intermediário - Business Intelligence,https://www.udemy.com/course/tableau-desktop-intermediario-rwalter/,244,73,1,21-Oct,Portuguese,1,1,69.9,1,8.0,51.0,6.05,Roberto Walter,3645.0,3,4.7,0,0.0,0.0,0,0,0,0,4.4
2379,深度学习框架-PyTorch实战系列,https://www.udemy.com/course/pytorch-best/,457,72,1,20-Jan,Simplified Chinese,2,1,69.9,1,16.0,129.0,17.633333333333333,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.6
2380,Uczenie Maszynowe - Drzewa Decyzyjne i Lasy Losowe - Python,https://www.udemy.com/course/uczenie-maszynowe-python/,595,71,1,22-Aug,Polish,1,0,69.9,1,10.0,34.0,5.7,Paweł Krakowiak,260005.0,87,4.5,0,0.0,0.0,0,0,0,0,4.7
2381,Data Science Descomplicado Vol. 1: A Base Matemática,https://www.udemy.com/course/data-science-descomplicado-vol-1-a-base-matematica/,1014,70,1,20-Sep,Portuguese,1,1,69.9,1,7.0,120.0,11.0,Lucas Moda,1088.0,3,4.7,0,0.0,0.0,0,1,0,0,4.5
2382,Machine Learning com Amazon AWS e SageMaker,https://www.udemy.com/course/machine-learning-amazon-aws-sagemaker/,746,72,2,22-Jun,Portuguese,1,1,69.9,1,15.0,127.0,16.183333333333334,Jones Granatyr,166599.0,91,4.7,1,159208.0,90.0,4.7,0,0,0,4.7
2383,Análisis de Sentimientos en Redes Sociales con Python,https://www.udemy.com/course/analisis-de-sentimientos-en-redes-sociales-con-python/,398,70,2,22-Jan,Spanish,1,1,69.9,1,10.0,65.0,7.583333333333333,Giovanni Bonaventura,24185.0,15,3.8,1,26167.0,20.0,3.8,0,0,0,3.9
2384,Estadística inferencial en SPSS,https://www.udemy.com/course/estadistica-inferencial-en-spss/,356,70,1,14-Sep,Spanish,1,1,69.9,1,9.0,20.0,5.316666666666666,Eduardo Escalante,48267.0,10,4.1,0,0.0,0.0,0,1,0,0,4.6
2385,เรียนรู้ AI: Machine Learning ด้วย Python,https://www.udemy.com/course/ai-machine-learning-python/,376,72,1,22-Jul,Thai,1,0,69.9,1,14.0,61.0,16.466666666666665,"Assoc.Prof. Kobkiat Saraubon, Ph.D.",1169.0,4,4.6,0,0.0,0.0,0,0,0,0,4.8
2386,Control de Avance de proyectos de construcción con Power BI,https://www.udemy.com/course/construction-analytics-control-de-avance-con-power-bi/,4506,69,1,22-Jan,Spanish,1,1,69.9,1,7.0,29.0,3.3166666666666664,Pedro Daniel Alcalá Rojas,68987.0,33,4.3,0,0.0,0.0,0,0,0,0,3.7
2387,Inglês e Inteligência Artificial: Pronúncia Perfeita,https://www.udemy.com/course/ingles-inteligencia-artificial-pronuncia-perfeita/,1072,69,3,20-Nov,Portuguese,1,1,69.9,1,4.0,64.0,7.55,Jones Granatyr,166599.0,91,4.7,1,3148.0,2.0,4.8,0,0,0,4.6
2388,数据科学和商业分析中的统计学,https://www.udemy.com/course/statistics-for-data-science-chinese/,349,68,2,19-Jul,Simplified Chinese,2,1,69.9,1,12.0,67.0,3.35,365 Careers,2247835.0,91,4.5,1,1159968.0,8.0,4.6,0,0,0,4.4
2389,Sıfırdan Yapay Zeka Mühendisi Olma Kursu,https://www.udemy.com/course/yapay-zeka/,869,70,1,23-Feb,Turkish,1,0,69.9,1,14.0,184.0,37.166666666666664,Battal Koç,27661.0,5,4.5,0,0.0,0.0,0,0,0,0,4.6
2390,따라하며 익히는 파이썬 데이터수집 마스터,https://www.udemy.com/course/python_crawling/,387,68,1,22-Jul,Korean,1,0,69.9,1,6.0,46.0,10.466666666666667,Namsoo Jang,387.0,1,4.7,0,0.0,0.0,0,0,0,0,4.7
2391,Masterclass - Visualização de Dados | Especial Eleições,https://www.udemy.com/course/masterclass-visualizacao-de-dados-especial-eleicoes/,2180,70,2,22-Nov,Portuguese,1,1,69.9,1,2.0,13.0,1.6666666666666665,Data Viking,39377.0,10,4.5,1,19066.0,8.0,4.5,0,0,0,4.7
2392,(IIBA-CBAP) Certified Business Analysis Professional Course.,https://www.udemy.com/course/iiba_cbap-preparation-course-arabic-english/,139,66,1,22-Nov,Arabic,1,0,449.9,0,16.0,55.0,35.9,Shaban Osman .,2259.0,13,4.6,0,0.0,0.0,0,1,0,1,4.8
2393,Aprendizagem por Reforço com Augmented Random Search (ARS),https://www.udemy.com/course/inteligencia-artificial-augmented-random-search-ars/,1185,66,3,21-Jan,Portuguese,1,1,69.9,1,3.0,34.0,3.033333333333333,Jones Granatyr,166599.0,91,4.7,1,2318877.0,148.0,4.6,0,0,0,4.6
2394,Python para Data Science do Zero Absoluto ao Domínio em 5h,https://www.udemy.com/course/linguagempython/,333,66,1,21-Mar,Portuguese,1,1,69.9,1,13.0,48.0,5.35,Isaías Lira,23777.0,22,4.5,0,0.0,0.0,0,1,0,0,4.4
2395,Python OpenCV ile Sıfırdan Uzmanlığa Görüntü İşleme (Gİ-1),https://www.udemy.com/course/python-opencv-ile-sfrdan-uzmanlga-goruntu-isleme-gi-1/,575,69,1,23-Feb,Turkish,1,0,69.9,1,5.0,49.0,10.966666666666667,DATAI TEAM,108153.0,20,4.5,0,0.0,0.0,0,0,0,0,4.8
2396,PYTHON para Análise de dados e Machine Learning,https://www.udemy.com/course/python-para-analise-de-dados-e-machine-learning/,361,69,1,23-Jan,Portuguese,1,1,69.9,1,8.0,63.0,14.7,Luciano Galdino,6978.0,15,4.8,0,0.0,0.0,0,0,0,0,4.7
2397,Excel: Tablas Dinámicas para el Manejo de Datos.,https://www.udemy.com/course/tablas-dinamicas-analisis-de-datos-en-excel/,2200,66,1,22-Mar,Spanish,1,1,69.9,1,1.0,9.0,1.1,Camilo Medina,9925.0,8,4.4,0,0.0,0.0,0,0,0,0,4.3
2398,医療者のためのPythonデータ解析,https://www.udemy.com/course/medical-data-analysis-python/,476,65,1,19-Mar,Japanese,1,0,69.9,1,6.0,21.0,3.6833333333333336,英樹 二宮,476.0,1,3.5,0,0.0,0.0,0,0,0,0,3.5
2399,Programacion Orientada a Objetos con Java y Netbeans,https://www.udemy.com/course/programacion-orientada-a-objetos-con-java-y-netbeans-jdk-poo/,256,64,1,19-Nov,Spanish,1,1,69.9,1,24.0,62.0,9.483333333333333,Global Mentoring Ing. Ubaldo Acosta,495249.0,30,4.6,0,0.0,0.0,0,0,0,0,4.6
2400,KNIME 3.7: Datenanalyse/Datenverarbeitung+ Machine Learning,https://www.udemy.com/course/knime-dv-da-ml/,411,64,1,21-Apr,German,1,1,69.9,1,9.0,82.0,10.2,Simon Herzog,411.0,1,4.1,0,0.0,0.0,0,0,0,0,4.1
2401,MediaPipe・OpenCV・Pythonで体験する画像認識技術の世界【初学者向け】,https://www.udemy.com/course/computervision_mediapipe/,814,63,1,22-Nov,Japanese,1,1,69.9,1,12.0,82.0,6.616666666666667,やじろべえ (YAJIROBE),9222.0,7,4.4,0,0.0,0.0,0,0,0,0,4.5
2402,Data science - Découverte de la librairie Pandas pour python,https://www.udemy.com/course/formation-machine-learning-pandas-pour-python/,433,63,1,18-Nov,French,1,1,69.9,1,19.0,148.0,10.583333333333334,Arnaud LAMANDÉ,4983.0,2,4.2,0,0.0,0.0,0,1,0,0,4.3
2403,【初学者向け】統計学の基礎をアニメーションを通じてビジネス観点で理解していこう！,https://www.udemy.com/course/statistics-beginner/,587,72,1,23-Jan,Japanese,1,1,69.9,1,6.0,26.0,3.033333333333333,ウマ たん,15194.0,5,4.2,0,0.0,0.0,0,0,0,0,4.3
2404,Machine Learning Bootcamp w języku Python cz.II - od A do Z,https://www.udemy.com/course/machine-learning-bootcamp-w-jezyku-python-ii/,813,62,1,22-Aug,Polish,1,0,69.9,1,21.0,58.0,5.15,Paweł Krakowiak,260005.0,87,4.5,0,0.0,0.0,0,1,0,0,4.7
2405,Pengenalan Artificial Neural Network (ANN) untuk Pemula,https://www.udemy.com/course/artificial-neural-network-ann/,1294,62,1,18-Sep,Indonesian,1,0,69.9,1,4.0,10.0,2.4,Bina Nusantara University,212559.0,312,4.4,0,0.0,0.0,0,0,0,0,4.8
2406,Menguasai Data Scraping dengan Python untuk Pekerja Remote!,https://www.udemy.com/course/menguasai-data-scraping-dengan-python-untuk-pekerja-remote/,764,61,2,22-Jan,Indonesian,1,0,69.9,1,10.0,34.0,11.3,Remote Worker Indonesia,6408.0,28,4.6,1,1710.0,4.0,4.6,0,0,0,4.0
2407,Основы Искусственного Интеллекта,https://www.udemy.com/course/artintel/,278,61,1,19-Feb,Russian,1,0,179.9,1,10.0,38.0,3.2333333333333334,Roman Dushkin,1013.0,25,4.0,0,0.0,0.0,0,1,0,0,4.6
2408,ChatGPT e DALL-E: Fundamentos e Aplicações em Python (GPT-3),https://www.udemy.com/course/chatgpt-dall-e-python-gpt-3/,549,78,1,23-Jan,Portuguese,1,1,69.9,1,11.0,39.0,4.683333333333334,Fernando Amaral,171343.0,56,4.6,0,0.0,0.0,0,0,0,0,4.6
2409,Machine Learning no Power BI,https://www.udemy.com/course/machinelearningnopowerbi/,1018,61,1,20-Feb,Portuguese,1,1,69.9,0,11.0,35.0,2.033333333333333,Vitor Schuwartz Rocha,2018.0,2,4.3,0,0.0,0.0,0,0,0,0,4.2
2410,데이터 리터러시 - 데이터 읽고 쓰기의 기술,https://www.udemy.com/course/maso-ds-excel-onc39/,307,63,1,22-Jul,Korean,1,0,69.9,1,14.0,64.0,5.783333333333333,마소캠퍼스 머니매그넷,2248.0,50,4.7,0,0.0,0.0,0,0,0,1,4.8
2411,"Практический курс ""SQL для всех""",https://www.udemy.com/course/sqlforeveryone/,244,60,1,22-Feb,Russian,1,0,209.9,1,15.0,60.0,2.4166666666666665,Игорь Ким,244.0,1,4.4,0,0.0,0.0,0,1,0,0,4.4
2412,Super Academia Data Science - 5 cursos em 1,https://www.udemy.com/course/super-academia-data-science/,704,60,2,20-Sep,Portuguese,1,1,69.9,1,6.0,85.0,12.8,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,47600.0,166,4.4,1,704752.0,36.0,4.6,0,0,0,3.6
2413,Reinforcement Learning de cero a maestro - IA en Python (ES),https://www.udemy.com/course/reinforcement_learning_principiante_maestro_1/,425,61,1,22-Nov,Spanish,1,1,69.9,1,13.0,129.0,10.9,Escape Velocity Labs,6568.0,11,4.5,0,0.0,0.0,0,0,0,0,4.6
2414,360° Dijital Pazarlama & Web Scraping A-Z™,https://www.udemy.com/course/social-media-scraping-and-web-scraping-from-zero-to-hero/,6527,60,1,22-Nov,Turkish,1,5,105.9,1,17.0,23.0,3.6,Onur Erdoğan,8468.0,3,4.5,0,0.0,0.0,0,0,0,0,4.4
2415,ゼロから始める機械学習,https://www.udemy.com/course/machinelearning-crash-course/,182,59,1,22-Oct,Japanese,1,1,69.9,1,11.0,60.0,5.65,tonimaru x,31594.0,10,3.8,0,0.0,0.0,0,0,0,0,3.2
2416,AIエンジニアが教えるPythonによるデータの前処理,https://www.udemy.com/course/python-preprocess/,803,62,1,22-Sep,Japanese,1,0,69.9,1,21.0,133.0,12.7,shun .,2506.0,4,4.5,0,0.0,0.0,0,0,0,0,4.5
2417,Azure Machine Learning Studio (Kodlamasız MakineÖğrenmesi),https://www.udemy.com/course/azure-machine-learning-studio-kodlamasz-makineogrenmesi/,4664,59,2,21-Feb,Turkish,1,0,179.9,1,9.0,31.0,4.983333333333333,Muhammet Cakmak,4664.0,1,4.5,1,140687.0,9.0,4.7,0,0,0,4.5
2418,机器学习项目课：从基础到搭建项目,https://www.udemy.com/course/jtgvanky/,420,58,2,18-Sep,Simplified Chinese,2,0,69.9,1,10.0,112.0,14.15,BitTiger 来自硅谷的终身学习平台,1680.0,4,4.1,1,1680.0,4.0,4.1,0,0,0,4.0
2419,Looker Studio 2023  - Construindo Dashboards Profissionais.,https://www.udemy.com/course/introducao-completa-ao-google-data-studio-edicao-2021/,179,59,1,21-Apr,Portuguese,1,1,69.9,1,10.0,43.0,2.4333333333333336,Guilherme Teixeira,179.0,1,4.6,0,0.0,0.0,0,1,0,0,4.6
2420,Reti Neurali Demistificate,https://www.udemy.com/course/reti-neurali-demistificate/,151,59,1,19-Aug,Italian,1,1,69.9,1,4.0,10.0,0.75,Valentina Alto,300.0,2,4.3,0,0.0,0.0,0,0,0,0,4.4
2421,Machine Learning Débutant — LE WORKFLOW ULTIME [Débutez Ici],https://www.udemy.com/course/machine-learning-engineer/,392,58,1,21-Dec,French,1,1,159.9,1,4.0,54.0,19.5,Rémi Connesson | Python - Data Science - Machine Learning - Deep Learning,5070.0,7,4.6,0,0.0,0.0,0,0,0,0,4.8
2422,"Sıfırdan Apache Kafka A-Z™ Kurulum & Kullanım (Java,Python)",https://www.udemy.com/course/sifirdan-apache-kafka-kurulum-ve-kullanim/,489,59,1,22-Sep,Turkish,1,0,69.9,1,16.0,110.0,4.333333333333333,Hamza Pekdoğan,489.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
2423,直感！Pytorchで始める深層学習実装入門（実践編）,https://www.udemy.com/course/python_pytorch/,548,57,1,22-Feb,Japanese,1,1,69.9,1,1.0,39.0,5.616666666666667,経知 神草,1128.0,5,3.8,0,0.0,0.0,0,0,0,0,4.1
2424,Mineração e Análise de Dados do Facebook,https://www.udemy.com/course/mineracao-e-analise-de-dados-do-facebook-com-python/,553,57,2,21-Mar,Portuguese,1,1,69.9,1,6.0,57.0,6.833333333333333,Jones Granatyr,166599.0,91,4.7,1,159208.0,90.0,4.7,0,0,0,4.9
2425,Máster Redes Neuronales-Deep Learning con Tensorflow [2023],https://www.udemy.com/course/master-redes-neuronales-deep-learning-con-tensorflow-2021/,360,56,1,23-Jan,Spanish,1,1,69.9,1,6.0,84.0,5.783333333333333,Ivan Pinar Domínguez,44237.0,28,4.5,0,0.0,0.0,0,0,0,0,4.6
2426,Deep Learning: Convolutional Neural Networks,https://www.udemy.com/course/convolutional-neural-networks/,1112,56,1,22-Apr,Arabic,1,0,69.9,1,8.0,42.0,4.15,Dr. Ehab Essa,2301.0,2,4.6,0,0.0,0.0,0,1,0,0,4.8
2427,【한글자막】 Machine Learning 실전 개발 | 8개의 실용 프로젝트,https://www.udemy.com/course/best-ml-8-real-project/,618,58,5,21-Dec,Korean,1,1,69.9,1,11.0,90.0,14.266666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",324384.0,46,4.5,1,2318877.0,148.0,4.6,0,0,0,4.8
2428,Microsoft Pacote Office Essencial,https://www.udemy.com/course/microsoft-office-primeiros-passos/,170,57,1,21-Sep,Portuguese,1,1,69.9,1,23.0,278.0,23.216666666666665,Ben-hur Demetrius,14663.0,62,4.4,0,0.0,0.0,0,0,0,0,4.7
2429,Bioestadística con RStudio para Investigación/Tesis de Salud,https://www.udemy.com/course/bioestadistica-con-rstudio-para-investigacion-tesis-de-salud/,250,58,1,22-Nov,Spanish,1,1,69.9,1,9.0,73.0,6.833333333333333,Anderson Soriano,349.0,3,4.4,0,0.0,0.0,0,0,0,0,4.4
2430,Python自然语言处理-BERT实战,https://www.udemy.com/course/python-bert/,337,55,1,20-Feb,Simplified Chinese,2,0,69.9,1,8.0,53.0,7.916666666666667,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.1
2431,Machine Learning,https://www.udemy.com/course/machine-learning-u/,182,56,1,19-Jul,Italian,1,0,69.9,1,4.0,13.0,1.3333333333333333,Valentina Alto,300.0,2,4.3,0,0.0,0.0,0,0,0,0,4.2
2432,Machine Learning y Ciencia de Datos con Python,https://www.udemy.com/course/practical-machine-learning-and-data-science-with-python/,429,55,1,20-Nov,Spanish,1,1,69.9,1,5.0,74.0,18.183333333333334,CARLOS QUIROS,10344.0,7,4.0,0,0.0,0.0,0,0,0,0,3.8
2433,Inteligência Artificial: Algoritmos Genéticos - TSP,https://www.udemy.com/course/algoritmos-geneticos-tsp/,295,55,1,17-Nov,Portuguese,1,0,69.9,1,7.0,75.0,8.2,Camilo Barreto,3001.0,4,4.4,0,0.0,0.0,0,1,0,0,4.4
2434,【한글자막】 Apache Spark 와 Python으로 빅 데이터 다루기,https://www.udemy.com/course/best-apache-spark-python/,469,55,3,21-Sep,Korean,1,7,69.9,1,8.0,65.0,6.916666666666667,Sundog Education by Frank Kane,687985.0,33,4.5,1,636853.0,26.0,4.6,0,0,0,4.2
2435,Corso pratico di Machine Learning con R,https://www.udemy.com/course/corso-pratico-di-machine-learning/,164,55,1,19-Jul,Italian,1,1,699.9,0,17.0,122.0,11.3,Luca Naso,164.0,1,4.9,0,0.0,0.0,0,1,0,0,4.9
2436,【Streamlit+Colab】人工知能Webアプリを手軽に公開しよう！-Pythonで構築し即時公開するAIアプリ-,https://www.udemy.com/course/ai-web-app/,776,60,1,23-Jan,Japanese,1,1,69.9,1,5.0,28.0,3.65,我妻 幸長 Yukinaga Azuma,111412.0,30,4.3,0,0.0,0.0,0,0,0,0,4.5
2437,Python Para Finanzas,https://www.udemy.com/course/python-para-finanzas/,293,56,2,22-Jan,Spanish,1,1,69.9,1,9.0,49.0,6.65,Kevin Meneses González,26167.0,20,3.8,1,24185.0,15.0,3.8,0,0,0,3.7
2438,Data Science с Глебом Михайловым,https://www.udemy.com/course/data-science-with-gleb/,216,55,1,22-Sep,Russian,1,0,229.9,1,10.0,152.0,14.416666666666666,Глеб Михайлов,1677.0,3,4.8,0,0.0,0.0,0,0,0,0,4.8
2439,Credit Score - Módulo 1: Regressão Logística em python,https://www.udemy.com/course/formacao-data-science-criacao-de-um-credit-score-com-python/,177,54,1,21-Mar,Portuguese,1,0,69.9,1,2.0,16.0,3.9166666666666665,Rodolfo Augusto da Silva Arruda,790.0,2,4.6,0,0.0,0.0,0,0,0,0,4.5
2440,【한글자막】 Computer Vision (컴퓨터 비전) : 마스터 클래스,https://www.udemy.com/course/best-computer-vision/,475,55,6,22-Aug,Korean,1,1,69.9,1,16.0,229.0,25.45,Jones Granatyr,166599.0,91,4.7,1,2262027.0,104.0,4.6,0,0,0,4.8
2441,【한글자막】 NLP : Python 으로 배우는 자연어 처리,https://www.udemy.com/course/global-top-100-nlp-python-246/,536,54,2,21-Sep,Korean,1,6,69.9,1,9.0,80.0,11.433333333333334,Jose Portilla,3245562.0,60,4.6,1,44700.0,240.0,4.7,1,0,0,4.7
2442,Réalise un projet de Machine Learning avec Python en 2h,https://www.udemy.com/course/machine-learning-realiser-son-projet-en-python/,261,53,1,23-Feb,French,1,1,69.9,0,7.0,29.0,2.1666666666666665,Damien Chambon,284.0,2,4.5,0,0.0,0.0,0,0,0,0,4.5
2443,深度学习-物体检测-YOLO实战系列,https://www.udemy.com/course/yolo-tyd/,306,53,1,20-Jun,Simplified Chinese,2,1,69.9,1,8.0,68.0,9.35,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.6
2444,Machine Learning y Data Science con PySpark: cero a experto,https://www.udemy.com/course/machine-learning-y-data-science-con-pyspark-cero-a-experto/,402,54,1,23-Feb,Spanish,1,1,69.9,1,17.0,79.0,6.516666666666667,Data Bootcamp,11207.0,29,4.2,0,0.0,0.0,0,0,0,0,4.0
2445,Học máy (Machine learning) và ứng dụng,https://www.udemy.com/course/ly-thuyet-hoc-may/,963,52,1,20-Oct,Vietnamese,1,0,69.9,1,8.0,35.0,5.233333333333333,Da Hoang Huu,4655.0,7,4.4,0,0.0,0.0,0,1,0,0,4.6
2446,INTRODUCTION BIG DATA & DATA SCIENCE | version 2023,https://www.udemy.com/course/formation-big-data-data-science-version-2021/,2044,51,2,23-Jan,French,1,1,249.9,1,15.0,91.0,7.583333333333333,Dr. Firas | Machine Learning et Big Data,15417.0,42,4.4,1,15564.0,19.0,4.4,1,0,0,4.6
2447,Fondamentaux de l’actuariat,https://www.udemy.com/course/fondamentaux-de-lactuariat/,128,51,1,18-Nov,French,1,1,179.9,0,6.0,11.0,0.5166666666666667,Collège de Paris,617.0,6,3.9,0,0.0,0.0,0,0,0,0,4.2
2448,R Programming: Desde cero para principiantes,https://www.udemy.com/course/r-programming-desde-cero/,11921,50,2,22-Nov,Spanish,1,1,199.9,1,8.0,40.0,3.8833333333333333,Numpi Cursos,398573.0,44,4.3,1,20686.0,5.0,4.4,1,0,0,4.4
2449,"Python最新基礎課程,網站開發,人臉識別,網絡爬蟲，機器學習，數據分析和自動化，遊戲，圖形化編程,鼠標鍵盤自動化",https://www.udemy.com/course/python-hy/,419,53,1,23-Feb,Simplified Chinese,2,0,69.9,1,27.0,556.0,64.8,大熊 EACH,670.0,2,4.4,0,0.0,0.0,0,0,0,0,4.7
2450,Álgebra Linear com Python para Machine Learning e Modelagem,https://www.udemy.com/course/algebra-linear-com-python-para-machine-learning-e-modelagem/,373,50,1,23-Jan,Portuguese,1,1,69.9,1,7.0,54.0,11.266666666666667,Luciano Galdino,6980.0,15,4.8,0,0.0,0.0,0,0,0,0,4.9
2451,Pythonとディープラーニングがわかる基礎講座（Windows10版）,https://www.udemy.com/course/pythonwindows10/,258,50,1,21-May,Japanese,1,1,69.9,1,12.0,20.0,6.55,伊藤 泰輔,720.0,2,3.9,0,0.0,0.0,0,0,0,0,4.0
2452,Inteligência Artificial: Busca Tabu com Python,https://www.udemy.com/course/inteligencia-artificial-busca-tabu/,165,50,1,18-Mar,Portuguese,1,1,69.9,1,4.0,23.0,1.05,Marcos Castro,332107.0,34,4.2,0,0.0,0.0,0,0,0,0,4.1
2453,130+ Ćwiczeń w języku Python - Data Science - Pandas,https://www.udemy.com/course/cwiczenia-jezyk-python-data-science-pandas/,379,49,1,22-Aug,Polish,1,0,69.9,1,18.0,141.0,0.8333333333333334,Paweł Krakowiak,260005.0,87,4.5,0,0.0,0.0,0,0,1,0,4.7
2454,Curso de Excel Básico,https://www.udemy.com/course/excel-basico-t/,1124,49,1,22-Apr,Spanish,1,1,69.9,1,5.0,33.0,1.9,Camilo Medina,9925.0,8,4.4,0,0.0,0.0,0,0,0,0,4.7
2455,Bootcamp Avanzado MLOps |Machine Learning Operation Hands-on,https://www.udemy.com/course/bootcamp-de-mlops-machine-learning-operations-hands-on/,253,53,1,23-Feb,Spanish,1,1,69.9,1,18.0,67.0,6.283333333333333,Data Bootcamp,11207.0,29,4.2,0,0.0,0.0,0,0,0,0,4.2
2456,Inteligencia Artificial: Redes neuronales artificiales,https://www.udemy.com/course/inteligencia-artificial-aprendizaje-profundo/,219,48,1,20-May,Spanish,1,1,69.9,1,6.0,16.0,4.783333333333333,Luis Esteban,1276.0,3,4.1,0,0.0,0.0,0,0,0,0,4.2
2457,Lógica Fuzzy com Python: O Guia para Iniciantes,https://www.udemy.com/course/logica-fuzzy-com-python-o-guia-para-iniciantes/,530,48,3,22-Jun,Portuguese,1,1,69.9,1,5.0,39.0,4.966666666666667,Jones Granatyr,166599.0,91,4.7,1,1032.0,2.0,4.7,0,0,0,4.9
2458,【TensorFlow.js入門】JavaScriptでディープラーニング・AI アプリ開発にチャレンジ！,https://www.udemy.com/course/tensorflowjs_intro/,354,48,1,18-Dec,Japanese,1,0,69.9,1,3.0,17.0,0.9,井上 博樹 (Hiroki Inoue),118690.0,34,4.0,0,0.0,0.0,0,0,0,0,3.8
2459,Prérequis MACHINE LEARNING — Python | Numpy | Mathématiques,https://www.udemy.com/course/prerequis-ml-dl-indispensables/,386,49,1,21-Dec,French,1,1,179.9,1,6.0,29.0,10.333333333333334,Rémi Connesson | Python - Data Science - Machine Learning - Deep Learning,5070.0,7,4.6,0,0.0,0.0,0,0,0,0,4.7
2460,Data Science et Machine Learning en Python,https://www.udemy.com/course/data-science-et-machine-learning-en-python/,228,50,1,22-Sep,French,1,1,179.9,1,16.0,180.0,27.333333333333332,Dr. Mohammed MASTAFI,4076.0,9,4.4,0,0.0,0.0,0,0,0,0,4.6
2461,Python金融分析与量化交易实战,https://www.udemy.com/course/python-jr/,479,50,1,20-Apr,Simplified Chinese,2,0,69.9,1,20.0,173.0,26.05,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.9
2462,Practical Machine Learning for Data Scientists,https://www.udemy.com/course/practical-machine-learning-for-data-scientists/,1318,50,1,22-Aug,Arabic,1,0,69.9,1,7.0,62.0,13.65,Coursat.ai Dr. Ahmad ElSallab,2782.0,7,4.6,0,0.0,0.0,0,0,0,0,4.7
2463,Python ile Veri Bilimi & Makine Öğrenmesi Projeleri A-Z™,https://www.udemy.com/course/python-ile-veri-bilimi-makine-ogrenmesi-projeleri-a-ztm/,669,47,1,23-Feb,Turkish,1,0,179.9,1,7.0,82.0,10.3,DATAI TEAM,108153.0,20,4.5,0,0.0,0.0,0,0,0,0,4.7
2464,Mineração e Análise de Dados do LinkedIn,https://www.udemy.com/course/mineracao-e-analise-de-dados-do-linkedin/,643,46,2,21-Jan,Portuguese,1,1,69.9,1,6.0,65.0,7.333333333333333,Jones Granatyr,166599.0,91,4.7,1,159208.0,90.0,4.7,0,0,0,4.5
2465,Hızlandırılmış 5 Saatlik Pandas ve Python ile Veri Analizi,https://www.udemy.com/course/pandas-ve-python-ile-veri-analizi/,549,46,1,20-Apr,Turkish,1,0,69.9,1,6.0,62.0,5.216666666666667,Simple Academy,6796.0,3,4.5,0,0.0,0.0,0,0,0,0,4.7
2466,医師が教えるR言語での医療データ分析入門 -発展編(アプリ)：Shinyを利用して分析結果をアプリで共有しよう！,https://www.udemy.com/course/r-for-meds-shiny-application/,352,46,1,20-Oct,Japanese,1,1,89.9,0,7.0,107.0,6.916666666666667,Norimitsu Nishida,4292.0,6,4.5,0,0.0,0.0,0,0,0,0,4.6
2467,【한글자막】 R 프로그래밍 A-Z™: 직접 코딩하며 배우는 R 프로그래밍 !,https://www.udemy.com/course/best-r-coding/,262,45,3,21-Dec,Korean,1,11,69.9,1,8.0,82.0,10.633333333333333,Kirill Eremenko,2311370.0,59,4.5,1,2262027.0,104.0,4.6,1,0,0,4.5
2468,【한글자막】 Python : 통계 분석을 위한 파이썬,https://www.udemy.com/course/best-python-statistics/,418,45,4,21-Dec,Korean,1,1,69.9,1,6.0,56.0,8.633333333333333,Samuel Hinton,89524.0,4,4.5,1,2318877.0,148.0,4.6,0,0,0,4.4
